id,handledag,gender,age,basket2,brand1,brand4,brand5,hedonic1,hedonic2,hedonic4,confused1,confused2,confused4,perf2,perf3,perf4,careless1,careless2,careless3,value1,value2,habit1,habit2,novelty1,novelty2,novelty3
706,Monday,Male,46-50 yr,Basket,4,4,4,2,2,2,4,2,2,4,5,4,3,3,2,5,2,2,2,2,1,2
707,Monday,Male,41-45 yr,Basket,4,3,4,4,2,3,4,3,3,4,4,4,4,5,3,4,2,5,5,3,3,2
708,Saturday,Female,51-55 yr,Cart,1,1,1,3,3,2,3,4,3,4,4,4,3,3,2,3,3,3,3,1,1,1
709,Friday,Female,51-55 yr,Cart,1,1,1,3,3,3,2,3,3,4,4,4,3,3,2,4,4,3,3,1,1,1
710,Saturday,Female,31-35 yr,Cart,2,2,1,4,2,4,3,2,2,4,3,3,4,5,4,3,3,4,4,2,2,4
711,Saturday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
712,Monday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
713,Thursday,Male,46-50 yr,Cart,3,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,2,2,2,1,1,1
714,Thursday,Male,41-45 yr,Trolley,2,4,2,4,4,4,2,2,1,5,5,5,1,2,1,4,1,5,4,1,2,3
715,Saturday,Male,31-35 yr,Cart,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,2,2,2,4,3,4
716,Monday,Male,31-35 yr,Trolley,4,3,4,4,2,3,2,3,3,4,3,3,4,4,3,3,2,4,4,2,2,2
717,Monday,Female,21-25 yr,Arms,2,2,2,4,4,4,2,2,2,4,4,4,5,4,3,5,3,4,3,4,4,4
718,Saturday,Female,31-35 yr,Cart,3,3,3,2,1,1,2,2,1,4,5,4,3,2,1,3,3,4,4,3,3,4
719,Friday,Male,26-30 yr,Basket,3,3,3,4,4,4,3,2,2,3,4,3,3,3,2,4,3,4,4,4,4,4
720,Friday,Female,41-45 yr,Cart,2,4,4,1,1,2,5,2,3,4,3,4,3,2,2,3,2,4,4,4,4,4
721,Friday,Male,36-40 yr,Arms,3,3,2,1,1,1,2,2,2,5,4,5,4,4,4,3,3,4,5,3,3,3
722,Saturday,Female,36-40 yr,Basket,3,3,3,4,4,1,1,2,4,4,4,4,3,4,4,5,1,5,4,2,2,5
724,Thursday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
725,Wednesday,Female,26-30 yr,Arms,3,2,2,3,2,2,3,3,3,4,4,3,3,3,3,4,3,4,4,2,2,2
726,Monday,Male,36-40 yr,Cart,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,3,1
727,Saturday,Male,31-35 yr,Cart,4,3,4,4,4,4,2,2,2,4,3,3,2,2,1,2,4,4,4,2,2,3
728,Wednesday,Female,21-25 yr,Arms,5,3,4,5,5,4,3,4,4,4,5,5,5,5,5,3,3,5,5,5,5,5
729,Friday,Male,26-30 yr,Cart,3,2,4,4,4,4,3,4,2,4,4,3,4,4,3,4,3,3,4,1,1,1
730,Monday,Male,26-30 yr,Trolley,1,4,2,2,1,2,4,2,3,4,4,4,3,3,2,3,1,3,3,2,2,3
731,Saturday,Male,21-25 yr,Cart,3,3,4,3,2,1,2,2,3,5,5,5,1,1,3,3,3,3,3,3,1,4
732,Saturday,Female,46-50 yr,Cart,4,4,3,4,4,4,2,2,2,4,4,4,3,4,3,2,3,4,4,4,4,4
733,Thursday,Male,26-30 yr,Arms,2,3,3,3,2,2,1,4,3,3,3,3,4,4,4,5,5,4,4,1,1,3
734,Thursday,Male,46-50 yr,Trolley,4,4,3,3,3,3,3,4,2,4,5,4,4,3,3,3,3,3,3,4,3,4
735,Friday,Female,31-35 yr,Trolley,3,3,3,4,3,4,3,2,2,3,4,4,4,4,1,5,3,3,4,3,1,1
736,Monday,Female,41-45 yr,Trolley,1,3,1,3,2,3,1,4,2,4,4,4,5,2,2,3,4,3,3,3,1,1
737,Wednesday,Female,41-45 yr,Trolley,1,1,1,3,1,1,1,1,1,4,3,3,3,2,1,4,4,3,3,2,1,1
738,Saturday,Male,31-35 yr,Trolley,3,2,2,2,2,1,2,2,2,3,3,3,3,3,2,4,4,3,4,3,2,2
739,Friday,Male,56-60 yr,Basket,4,3,4,2,1,3,4,3,2,4,4,3,3,3,2,4,3,4,4,2,2,3
740,Friday,Female,51-55 yr,Cart,3,3,4,1,1,1,4,1,4,5,5,5,2,4,3,3,1,2,3,3,1,1
741,Monday,Male,26-30 yr,Basket,2,4,2,1,1,1,3,4,2,5,4,4,2,2,2,4,2,4,4,2,2,2
743,Thursday,Female,46-50 yr,Basket,3,3,2,4,4,4,4,2,4,3,3,3,4,4,3,4,3,4,4,2,2,2
744,Saturday,Male,61-65 yr,Trolley,3,2,2,1,1,1,4,4,4,4,4,4,2,2,2,4,3,3,4,2,2,2
745,Saturday,Female,26-30 yr,Cart,3,3,2,4,2,3,2,2,2,2,2,2,3,3,2,2,2,4,3,2,4,3
746,Friday,Female,41-45 yr,Basket,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,3,3,3,3,3
747,Monday,Female,26-30 yr,Trolley,4,3,3,3,1,3,3,3,1,5,5,5,5,4,3,4,2,5,3,1,1,2
748,Monday,Female,36-40 yr,Cart,4,4,4,5,5,4,2,4,2,4,4,5,4,4,4,4,2,4,4,4,3,3
749,Wednesday,Male,21-25 yr,Arms,3,4,4,3,1,1,4,2,1,5,4,5,5,5,2,3,3,3,3,3,3,3
750,Saturday,Male,26-30 yr,Trolley,4,3,4,4,3,4,3,4,3,5,5,5,5,5,5,5,3,5,5,3,2,2
751,Friday,Male,21-25 yr,Arms,1,1,1,3,2,3,3,2,2,3,3,2,4,3,3,2,4,4,4,1,1,3
752,Friday,Female,61-65 yr,Basket,3,4,3,3,2,2,2,2,1,5,5,5,4,4,5,1,1,1,3,4,4,4
753,Thursday,Male,16-20 yr,Basket,1,2,1,4,2,2,1,1,1,2,2,3,5,4,4,3,4,4,4,1,1,2
754,Monday,Female,41-45 yr,Cart,3,1,3,2,1,1,1,3,2,5,5,3,2,3,1,3,2,4,4,3,3,2
755,Wednesday,Female,31-35 yr,Cart,3,3,3,3,2,3,3,2,2,4,4,4,3,3,1,5,4,4,4,2,1,2
756,Saturday,Male,41-45 yr,Trolley,2,3,2,3,3,3,3,3,3,3,1,1,3,1,1,3,3,3,5,2,2,2
757,Saturday,Female,31-35 yr,Arms,3,2,3,1,3,1,3,2,2,3,1,1,3,2,3,2,3,1,1,3,3,3
758,Monday,Male,31-35 yr,Basket,3,2,2,4,4,4,3,4,1,4,3,3,4,4,2,4,4,4,4,2,1,2
759,Monday,Female,26-30 yr,Basket,1,1,1,1,1,1,3,3,3,5,1,3,5,5,4,5,5,3,3,1,1,1
760,Thursday,Male,31-35 yr,Trolley,1,1,1,3,1,3,3,2,3,3,2,2,4,4,4,4,3,4,4,1,1,1
761,Friday,Female,26-30 yr,Cart,1,1,1,1,1,3,3,3,3,2,2,2,3,1,1,3,3,3,3,1,1,1
762,Saturday,Male,21-25 yr,Trolley,2,2,3,4,4,4,2,2,1,4,4,2,4,4,1,5,3,3,2,4,4,4
763,Saturday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
764,Monday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
766,Thursday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
767,Saturday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
768,Saturday,Male,46-50 yr,Trolley,4,3,4,2,3,4,4,4,2,3,4,4,2,3,2,4,3,4,4,4,3,3
769,Friday,Female,21-25 yr,Trolley,3,3,4,4,3,4,2,4,2,4,4,4,4,4,2,3,3,2,4,3,3,3
770,Monday,Male,56-60 yr,Cart,2,2,2,3,3,2,3,2,2,1,3,3,3,3,3,3,1,3,3,2,2,2
771,Monday,Male,56-60 yr,Cart,2,2,2,3,3,2,3,2,2,1,3,3,3,3,3,3,1,3,3,2,2,2
772,Friday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
773,Friday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
774,Saturday,Female,46-50 yr,Basket,5,3,4,4,3,4,1,1,3,4,3,3,4,2,1,5,2,3,4,3,2,2
775,Friday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
776,Monday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
777,Monday,Female,46-50 yr,Basket,1,1,1,3,2,2,3,1,1,4,3,3,3,2,2,3,4,1,1,1,3,1
778,Saturday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
779,Monday,Male,46-50 yr,Basket,4,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,4,3,4,3,3
780,Friday,Male,46-50 yr,Trolley,4,4,4,3,3,2,3,4,2,4,5,5,1,2,2,4,4,4,4,4,4,3
781,Saturday,Male,46-50 yr,Cart,1,1,1,4,4,4,4,2,4,4,3,3,2,4,2,5,3,4,4,1,1,1
782,Saturday,Male,46-50 yr,Trolley,2,2,3,3,3,3,3,2,2,3,2,2,1,1,2,3,2,4,4,2,1,3
783,Monday,Male,21-25 yr,Basket,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1
784,Friday,Female,31-35 yr,Cart,4,2,3,2,1,1,2,1,2,2,2,2,2,2,1,4,4,4,2,2,2,3
785,Saturday,Male,51-55 yr,Trolley,2,2,2,2,1,1,2,3,2,4,4,4,3,4,1,3,3,4,3,3,2,2
786,Monday,Female,41-45 yr,Basket,1,1,1,3,3,4,4,4,4,4,4,3,4,4,3,4,3,4,3,1,1,2
787,Monday,Male,16-20 yr,Arms,4,3,4,4,3,3,2,3,2,2,3,2,2,2,2,3,2,3,4,4,2,4
788,Thursday,Female,61-65 yr,Cart,3,1,1,3,1,1,3,3,1,3,3,4,4,3,2,4,4,1,1,2,1,2
789,Wednesday,Female,61-65 yr,Cart,3,1,1,3,1,1,3,3,1,3,3,4,4,3,2,4,4,1,1,2,1,2
790,Saturday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
791,Friday,Male,21-25 yr,Basket,4,4,4,4,4,1,2,2,2,4,4,4,2,2,2,4,2,4,4,4,4,4
792,Saturday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
793,Saturday,Male,46-50 yr,Trolley,1,1,1,3,1,1,1,1,1,5,1,3,3,2,2,4,3,4,5,1,1,1
794,Monday,Female,46-50 yr,Cart,1,1,1,1,1,1,1,1,1,4,4,4,3,4,1,4,4,1,4,1,1,1
795,Monday,Female,26-30 yr,Basket,3,3,3,3,2,2,3,2,2,4,4,4,2,3,2,4,3,4,3,2,1,1
796,Monday,Male,16-20 yr,Arms,3,3,2,2,2,2,1,1,2,2,2,3,4,3,4,2,2,3,3,1,1,1
797,Friday,Male,41-45 yr,Basket,3,2,3,2,3,2,3,3,3,4,3,4,4,4,3,4,3,4,4,3,2,2
798,Tuesday,Female,26-30 yr,Basket,4,3,4,2,2,2,4,2,2,3,4,4,4,3,3,4,3,4,4,2,2,2
799,Saturday,Female,26-30 yr,Basket,4,2,3,4,2,3,2,3,2,5,4,4,3,3,2,1,1,4,4,3,2,4
800,Monday,Male,26-30 yr,Trolley,3,4,2,5,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,2,1,3
801,Monday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
802,Friday,Female,41-45 yr,Trolley,2,2,3,4,4,3,3,3,3,4,4,5,4,4,3,5,2,4,4,4,3,4
803,Thursday,Male,21-25 yr,Basket,4,1,1,1,1,1,1,1,1,2,2,2,1,2,1,3,3,1,3,1,1,1
804,Saturday,Female,31-35 yr,Trolley,3,1,3,3,1,3,4,3,3,4,3,5,4,3,2,5,3,5,5,4,3,2
805,Monday,Female,41-45 yr,Basket,3,4,3,5,4,5,2,2,2,4,4,4,3,3,2,4,2,4,3,3,3,2
806,Saturday,Female,21-25 yr,Arms,3,1,1,2,1,1,1,1,1,3,4,3,5,5,5,4,1,5,5,1,1,3
807,Saturday,Female,41-45 yr,Basket,3,3,3,2,1,2,3,3,3,4,3,3,3,3,3,4,3,3,4,4,2,2
808,Friday,Female,41-45 yr,Cart,5,5,5,2,2,3,2,2,1,5,5,5,5,5,4,2,2,4,4,4,4,4
809,Monday,Male,21-25 yr,Basket,1,1,1,3,1,2,1,1,1,2,2,3,4,2,3,4,4,1,1,1,1,1
810,Friday,Male,26-30 yr,Arms,1,1,1,3,2,2,1,1,1,3,3,3,2,4,3,3,3,1,2,1,1,3
811,Saturday,Male,21-25 yr,Basket,2,1,1,4,2,2,3,3,2,2,3,2,4,3,2,4,3,4,4,2,1,4
812,Saturday,Female,36-40 yr,Basket,3,3,4,5,5,5,2,2,2,2,1,3,2,4,2,2,2,4,4,5,4,5
813,Monday,Female,31-35 yr,Cart,4,2,3,2,1,1,2,1,2,2,2,2,2,2,1,4,4,4,2,2,2,3
814,Monday,Male,21-25 yr,Arms,3,3,3,3,3,3,2,2,2,4,4,4,4,4,2,4,4,4,4,3,2,3
815,Monday,Male,36-40 yr,Trolley,1,1,1,3,3,3,3,3,2,4,5,5,4,4,2,4,3,4,4,2,3,2
816,Thursday,Female,51-55 yr,Cart,3,3,3,3,2,2,4,4,4,3,4,3,2,3,2,3,3,3,3,1,3,1
817,Wednesday,Male,41-45 yr,Basket,4,2,4,3,2,2,1,1,2,4,4,4,4,4,2,2,2,4,3,2,2,2
818,Friday,Male,41-45 yr,Trolley,3,1,3,1,1,1,1,1,1,4,3,4,5,5,4,1,1,2,2,1,1,1
819,Monday,Female,56-60 yr,Cart,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,4,4,2,2,2,2,2
820,Saturday,Female,31-35 yr,Cart,4,1,3,4,4,4,2,2,2,5,5,5,2,2,1,3,3,4,3,1,2,2
821,Saturday,Male,46-50 yr,Basket,2,4,3,4,3,4,4,4,2,4,4,4,2,3,2,2,2,4,4,3,2,3
822,Friday,Male,21-25 yr,Arms,4,4,4,2,1,2,2,2,2,5,5,5,2,2,2,3,1,5,4,4,3,4
823,Thursday,Female,46-50 yr,Basket,4,3,2,4,2,2,2,4,2,4,5,4,3,2,2,4,3,4,4,2,2,3
824,Saturday,Female,56-60 yr,Trolley,3,2,2,4,3,4,3,4,4,4,3,4,4,3,2,4,3,2,3,2,2,2
825,Monday,Female,26-30 yr,Cart,2,3,2,4,4,4,1,4,1,4,4,4,3,3,2,2,3,4,4,2,1,2
826,Saturday,Female,46-50 yr,Basket,4,3,4,4,4,3,1,1,1,4,5,5,4,4,2,3,3,4,4,4,4,5
827,Saturday,Male,16-20 yr,Arms,3,3,4,1,1,2,2,1,1,5,5,4,3,1,2,3,3,4,4,1,1,1
828,Friday,Male,21-25 yr,Arms,1,2,1,3,3,3,1,3,1,3,3,3,2,2,2,3,1,3,4,3,2,3
829,Wednesday,Male,51-55 yr,Cart,2,2,2,2,1,1,2,2,2,4,4,4,3,3,2,3,3,3,3,2,1,1
830,Tuesday,Female,31-35 yr,Trolley,3,3,3,2,3,2,5,4,4,4,3,4,4,2,2,4,2,3,4,2,2,2
831,Thursday,Female,46-50 yr,Basket,3,3,2,3,3,4,4,4,2,3,4,3,4,4,2,3,3,4,4,4,3,3
832,Saturday,Male,41-45 yr,Trolley,4,3,4,2,1,2,3,2,1,4,5,4,2,2,2,4,3,4,4,3,4,3
834,Monday,Female,46-50 yr,Arms,2,2,2,3,2,1,1,1,1,3,3,3,2,2,2,1,3,1,1,2,3,2
835,Saturday,Female,41-45 yr,Cart,4,3,4,4,3,3,2,4,2,5,5,5,2,2,2,1,1,4,4,4,2,2
837,Saturday,Male,41-45 yr,Trolley,4,1,4,3,1,3,3,2,2,3,3,3,2,3,2,2,4,4,4,1,1,1
838,Monday,Female,46-50 yr,Basket,1,1,1,4,4,4,4,2,1,4,4,5,1,1,1,3,2,4,4,1,1,1
842,Friday,Female,51-55 yr,Trolley,3,1,2,3,3,4,2,2,1,5,4,4,3,3,2,2,3,3,5,2,3,3
843,Thursday,Male,51-55 yr,Arms,1,3,1,1,1,1,2,2,2,3,3,3,3,3,2,2,2,3,3,1,1,1
844,Saturday,Male,56-60 yr,Arms,4,3,3,2,2,3,2,2,2,4,3,3,2,3,2,2,2,4,4,4,3,4
845,Wednesday,Male,21-25 yr,Arms,1,1,1,1,1,1,1,1,1,4,4,4,3,2,3,1,3,1,1,1,1,1
846,Thursday,Male,36-40 yr,Trolley,4,3,3,4,2,3,2,2,2,3,4,2,4,4,2,5,5,4,4,2,3,4
847,Saturday,Female,16-20 yr,Basket,2,2,2,4,4,4,2,2,3,4,3,4,3,4,2,5,5,3,3,2,2,3
848,Monday,Female,31-35 yr,Arms,1,3,2,4,3,4,2,3,1,4,3,3,2,3,2,2,3,4,3,4,2,3
849,Monday,Female,31-35 yr,Arms,3,3,4,3,3,3,3,2,2,3,4,4,4,4,3,3,2,4,2,4,3,3
850,Saturday,Male,56-60 yr,Cart,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
851,Tuesday,Female,31-35 yr,Arms,1,2,1,2,2,2,4,4,4,3,2,3,4,4,4,4,3,4,4,1,1,1
852,Monday,Female,51-55 yr,Basket,3,2,2,3,2,2,1,3,2,3,3,3,2,3,2,1,2,3,1,3,3,3
853,Saturday,Female,51-55 yr,Basket,3,2,2,3,2,2,1,3,2,3,3,3,2,3,2,1,2,3,1,3,3,3
854,Tuesday,Female,41-45 yr,Cart,3,4,5,3,3,4,1,1,1,5,5,5,4,4,3,5,3,5,5,5,5,5
855,Saturday,Female,26-30 yr,Trolley,2,2,1,4,4,4,2,2,2,2,2,2,4,3,2,4,2,4,3,4,2,3
856,Friday,Female,46-50 yr,Cart,2,1,1,4,3,4,4,2,4,4,4,4,4,2,2,3,2,2,4,3,3,3
857,Saturday,Female,51-55 yr,Basket,3,1,1,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3,2
858,Monday,Female,31-35 yr,Basket,4,4,5,3,3,2,3,2,4,5,5,5,4,4,3,4,4,4,5,2,1,3
859,Monday,Male,41-45 yr,Cart,2,3,1,3,3,3,4,4,2,4,4,4,3,3,2,5,4,2,2,1,1,2
860,Tuesday,Female,36-40 yr,Cart,2,1,3,1,1,3,1,3,1,4,4,3,4,3,2,5,3,3,3,1,1,1
861,Tuesday,Female,16-20 yr,Basket,1,2,1,5,2,5,1,1,1,3,3,4,3,2,1,3,3,3,3,3,2,4
862,Thursday,Male,31-35 yr,Trolley,2,3,2,3,3,1,4,4,2,4,5,4,4,2,2,5,1,4,4,3,3,4
863,Friday,Male,46-50 yr,Arms,2,1,2,2,1,4,4,1,1,5,5,5,2,1,2,4,2,5,4,2,4,4
864,Saturday,Female,61-65 yr,Cart,2,2,2,3,3,3,3,3,2,2,3,2,3,3,2,4,4,3,3,1,1,2
865,Monday,Male,16-20 yr,Basket,3,4,4,3,2,3,3,4,2,2,3,2,3,2,3,4,4,3,4,2,2,2
866,Monday,Female,46-50 yr,Arms,3,3,3,4,4,3,3,2,4,4,4,4,4,4,4,2,2,3,2,3,3,3
867,Tuesday,Female,21-25 yr,Basket,4,1,4,3,1,3,4,4,3,2,2,2,5,5,4,4,4,4,4,3,3,3
868,Saturday,Male,21-25 yr,Trolley,2,3,2,3,2,3,3,2,2,3,3,3,1,2,1,5,4,3,3,2,1,2
869,Tuesday,Male,21-25 yr,Trolley,2,2,1,4,3,3,2,2,2,5,5,4,2,2,2,3,3,4,3,4,4,4
870,Friday,Male,26-30 yr,Arms,3,3,3,1,1,1,3,4,2,4,3,4,3,4,1,1,1,5,5,2,1,3
871,Saturday,Male,36-40 yr,Cart,4,4,2,2,2,2,4,4,2,4,4,4,2,4,2,2,2,4,4,3,3,3
872,Saturday,Female,21-25 yr,Cart,3,3,3,4,2,3,4,4,4,4,4,4,3,2,2,4,2,4,4,2,1,3
873,Tuesday,Female,16-20 yr,Basket,1,2,1,5,2,5,1,1,1,3,3,4,3,2,1,3,3,3,3,3,2,4
874,Monday,Female,26-30 yr,Cart,1,1,1,3,2,2,2,2,2,1,2,2,2,2,3,2,1,3,3,1,1,1
875,Tuesday,Female,16-20 yr,Basket,1,2,1,5,2,5,1,1,1,3,3,4,3,2,1,3,3,3,3,3,2,4
876,Tuesday,Female,21-25 yr,Arms,3,3,3,4,4,4,3,2,2,4,4,4,3,3,3,3,2,4,4,3,3,3
877,Tuesday,Female,21-25 yr,Cart,3,2,2,3,2,3,4,2,2,4,4,4,2,4,3,5,5,4,4,5,3,4
878,Monday,Male,21-25 yr,Arms,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
879,Saturday,Female,31-35 yr,Basket,3,1,4,5,4,5,4,2,2,2,1,3,4,4,3,3,4,4,4,4,4,4
880,Saturday,Male,16-20 yr,Arms,3,3,3,4,2,3,1,2,1,3,3,3,5,4,3,3,3,4,3,5,4,5
881,Monday,Male,26-30 yr,Basket,2,3,2,4,4,4,2,2,2,3,4,3,3,4,3,5,4,3,3,2,1,4
882,Tuesday,Female,16-20 yr,Trolley,1,1,1,3,2,3,4,4,2,3,3,3,3,3,3,3,4,2,2,2,3,4
883,Monday,Male,21-25 yr,Basket,2,3,3,3,2,2,4,3,1,4,4,4,3,3,3,3,3,3,4,3,2,3
884,Tuesday,Female,36-40 yr,Basket,3,2,3,2,2,2,3,2,2,3,4,4,4,4,4,3,2,4,4,4,4,3
885,Tuesday,Female,56-60 yr,Cart,3,1,2,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4
886,Friday,Female,26-30 yr,Cart,2,1,1,4,3,4,3,2,2,4,3,3,3,3,2,2,2,4,4,2,2,3
887,Saturday,Male,26-30 yr,Arms,1,1,1,5,3,1,3,3,3,5,5,5,5,5,5,2,3,3,4,1,1,2
